1	1875038	6.48671652212
1	1949376	6.39202632295
1	1329957	6.12420102344
1	1296500	6.02064883192
1	24703888	5.95666862996
1	3813936	5.88072528186
1	2160933	5.84612803262
1	25918302	5.79442792464
1	4882610	5.78783902077
1	3314878	5.75442825377
2	20451283	6.24927619961
2	25782549	6.20722322464
2	26779253	5.9587743508
2	3017508	5.92373956908
2	5332630	5.89321120267
2	2375608	5.88079903033
2	2042115	5.8700395544
2	5908470	5.84631843365
2	26791670	5.83668063867
2	4862211	5.82371039149
3	5416027	7.33388531995
3	1303357	7.16877176244
3	1401342	7.11476892529
3	5349275	7.10580757496
3	26707767	7.045608061
3	1308890	7.00833131036
3	6311979	7.00832367439
3	5370010	6.97568636205
3	2295854	6.9574334088
3	24759014	6.95130899103
4	2372742	8.09400871944
4	24815555	7.64065209594
4	4099123	7.42852608186
4	26682874	7.39642516818
4	3893384	7.3942518968
4	1303554	7.37152357448
4	1293428	7.3682088031
4	5377114	7.35954583547
4	3069864	7.32340984424
4	21937253	7.3226220245
5	1507134	7.85842215733
5	4889423	7.59381119078
5	26584103	7.51562126632
5	2567998	7.28486877146
5	24815555	7.24300234636
5	1401520	7.19192013891
5	26461145	7.17831614841
5	3017508	7.16887940217
5	1986035	7.12454891617
5	1292342	7.10895496565
6	1899616	7.4671491532
6	20262329	7.15695097711
6	1441038	7.1562072027
6	1304862	7.00754790348
6	4268610	6.97782482743
6	21350569	6.97488725998
6	1302361	6.94057854063
6	1476456	6.93471643586
6	1394445	6.9090018932
6	1903286	6.89525431723
7	24859454	7.74036956253
7	24700535	7.28432439551
7	6005599	7.25115059303
7	5031441	7.22555228705
7	1889906	7.22156147693
7	4099123	7.07578048698
7	24870473	7.06194398955
7	4888374	7.0482640998
7	3012012	7.00723263064
7	26644834	6.95152583038
8	1440971	8.3723575063
8	1859043	8.04152713869
8	10569151	7.96095757985
8	6886510	7.83841373015
8	4206507	7.77324636611
8	25851630	7.67770642006
8	1394445	7.59128653758
8	2568138	7.49466534891
8	1438759	7.46906488662
8	4836051	7.46225536504
9	10477598	6.14377739735
9	25887289	5.55967842718
9	26245039	5.55066218217
9	3681358	5.53397957366
9	24697596	5.5277784293
9	26334946	5.50077615665
9	1293373	5.49491599293
9	20326557	5.4525442364
9	1760516	5.44116774084
9	1292342	5.38522102973
10	1295877	7.52623864418
10	3162138	7.26840280119
10	2245497	7.13560697878
10	2305280	7.09118819038
10	3439455	7.06146845266
10	26078872	6.96970996509
10	1468710	6.94811322816
10	1293989	6.94071858291
10	6000330	6.93056698294
10	1295759	6.90629498727
11	6876006	8.14816032643
11	1944402	7.28588889166
11	2245497	7.18919285947
11	1417079	7.13434779848
11	1465676	7.13170764491
11	20391245	7.06076400447
11	3992226	7.00507047704
11	2119417	6.95795379147
11	1793200	6.91704378474
11	3193101	6.90963510803
12	2148852	7.72527174496
12	2150545	7.61101546487
12	1986035	7.30697089956
12	26752720	7.15062545134
12	1298930	7.00735655645
12	5365461	6.92664868201
12	10597928	6.88290462308
12	4291876	6.75443183966
12	26887890	6.73996438935
12	26832813	6.72849988395
13	4221335	6.77850812281
13	3199457	6.49885949609
13	1441039	6.48836415339
13	2042115	6.45665199856
13	1295740	6.39978640195
13	1295759	6.39728000304
13	26277363	6.39601276054
13	5919108	6.37400224439
13	5919662	6.32858907166
13	4826758	6.29052674632
14	2150545	9.49589326399
14	24815555	8.87366232219
14	4928747	8.67745384508
14	2567998	8.53761140025
14	26184554	8.52843384605
14	10527294	8.40359758097
14	3199457	8.38907653674
14	1460922	8.38643412865
14	1401520	8.35743532558
14	20258941	8.33029544702
15	6078003	4.7147856833
15	20270414	4.65739409364
15	26752720	4.63279298633
15	26219198	4.61792830817
15	26703158	4.5470327792
15	4905040	4.534368785
15	26328492	4.49927819251
15	1776962	4.44479238841
15	6835098	4.42126360991
15	1766522	4.41518450114
16	10569151	7.84189105152
16	1303651	7.82201968364
16	1305815	7.64028240119
16	1794793	7.62894212056
16	1464066	7.5909264115
16	1441476	7.26400571362
16	3187790	7.24658486683
16	24838252	7.23018611654
16	4837832	7.18976390843
